hs1	226223618	226227054	4.5161633
hs1	207880972	207911402	3.5049605
hs1	151847263	151853697	3.2902672
hs1	43358955	43363203	2.545264
hs1	46247688	46278473	2.512305
hs1	212035553	212107400	2.4568248
hs1	211658657	211675630	2.3801086
hs1	241847967	241895148	2.2965662
hs1	68474152	68497221	2.260553
hs1	9035107	9088478	2.2113469
hs1	52372829	52404459	2.0533028
hs1	25831913	25859458	2.0062966
hs1	200551497	200620734	1.9960718
hs1	44739818	44767767	1.9749466
hs1	214603195	214664588	1.9199151
hs1	35720218	35769967	1.9027979
hs1	197084128	197146694	1.7553117
hs1	45326905	45328533	1.7549505
hs1	226989865	227318474	1.7268391
hs1	207043849	207052980	1.6823401
hs1	153981617	153986358	1.6446391
hs1	47250139	47314147	1.6117443
hs1	183023460	183145592	1.5810981
hs1	202331657	202341980	1.5196837
hs1	163266576	163355764	1.4053946
hs1	25884181	25906991	1.3947926
hs1	37692418	37709719	1.2936951
hs1	93448131	93554661	1.1947479
hs1	54849633	54887218	1.1612464
hs1	50960745	50974633	1.0120125
hs1	113905141	113914086	0.75297195
hs1	54184041	54225464	0.68967867
hs1	205086142	205122015	-0.3984596
hs1	169849631	169894267	-0.44655165
hs1	35930718	36072500	-0.51326305
hs1	155335268	155562807	-0.5388722
hs1	180269653	180502954	-0.5486804
hs1	204516379	204558120	-0.5548918
hs1	113761832	113812476	-0.6736498
hs1	150574551	150579738	-0.8013247
hs1	173931214	174022297	-0.8062282
hs1	236215555	236281985	-0.8308344
hs1	145992435	145996600	-0.83631396
hs1	114392777	114511160	-0.83710766
hs1	2050470	2185395	-0.8532452
hs1	173868082	173903549	-0.9275361
hs1	246839098	246931978	-0.9561609
hs1	231332753	231337852	-0.9577378
hs1	225401502	225428925	-1.0603265
hs1	207752057	207795513	-1.0639843
hs1	231363751	231425044	-1.1476487
hs1	88684222	88836255	-1.3204341
hs1	7915894	7943165	-1.5639126
hs1	202348699	202592706	-1.6794426
hs1	109113679	109206781	-1.7412999
hs1	89364058	89386461	-1.8073055
hs1	186671791	186680427	-1.9142667
hs1	149782689	149812373	-2.5396864
hs1	48222685	48248644	-2.8074977
hs10	96304396	96338564	3.1371439
hs10	128096659	128126385	2.459558
hs10	93496632	93529092	2.4506216
hs10	13161554	13211104	2.424844
hs10	60778331	60794852	2.0206068
hs10	125896539	126009592	1.8203958
hs10	56357228	56361275	1.7997906
hs10	92593286	92655395	1.6917675
hs10	75397830	75401906	1.5807838
hs10	14878820	14904315	1.0339594
hs10	69269984	69401882	0.7069361
hs10	68331174	68343191	-0.43036672
hs10	11005296	11336675	-0.81456906
hs10	101784443	101818465	-0.86304444
hs10	110898730	110919274	-0.86991835
hs10	114120862	114174220	-0.88927513
hs10	63167221	63465881	-0.94369566
hs10	38010650	38065088	-1.0063697
hs10	87863113	87971930	-1.034515
hs10	58191517	58267934	-1.3621513
hs10	104353764	104455090	-2.108767
hs10	71711701	71737824	-2.1149282
hs11	63552770	63563383	3.2275991
hs11	59107185	59127410	2.3308792
hs11	19224063	19241620	2.314687
hs11	66685248	66729226	2.2295828
hs11	65066300	65084164	2.2237535
hs11	94706431	94876753	1.2748103
hs11	119093854	119095467	1.1703143
hs11	72106378	72112780	0.7795544
hs11	73974667	73983307	0.6796802
hs11	61333210	61353295	0.56642705
hs11	47565336	47584562	0.39742288
hs11	5689689	5737491	-0.82301307
hs11	118226690	118252350	-1.2889147
hs11	121452203	121633693	-1.3579127
hs11	65354767	65357613	-1.579324
hs11	278365	285359	-1.7313958
hs12	2857681	2877040	2.3480413
hs12	53268299	53293643	2.2220001
hs12	49323236	49331731	2.2040336
hs12	6844793	6852066	2.0109816
hs12	48766194	48789037	1.9387302
hs12	119685790	119877291	1.625647
hs12	14774383	14778002	1.3620303
hs12	6533927	6538374	0.9876934
hs12	49127782	49131397	0.8585786
hs12	56416373	56449403	0.8411223
hs12	132687606	132704991	0.79571176
hs12	49188736	49274603	0.7839201
hs12	49976923	50033136	0.75728804
hs12	47963569	47968878	0.75673753
hs12	53299686	53307177	0.7312474
hs12	48813794	48828941	0.72794497
hs12	132623753	132687365	0.592987
hs12	8082211	8097771	-0.5114946
hs12	50504985	50748667	-0.6267475
hs12	64610513	64697567	-0.7015482
hs12	31671137	31729174	-1.3231851
hs12	57797376	57818704	-1.6101297
hs12	31959370	31993107	-1.6288319
hs12	94567124	94650562	-1.83674
hs12	95972662	95996365	-2.1134198
hs12	96489571	96875555	-2.2478173
hs13	23570370	23676104	3.3534083
hs13	53028759	53052057	3.3503215
hs13	21153595	21176602	2.2773075
hs13	27620743	27667422	1.1709545
hs13	19633681	19673459	-0.4085214
hs13	32432417	32538885	-0.72023857
hs13	37009312	37059713	-0.7603172
hs13	28138506	28295335	-0.8354323
hs14	24573522	24576260	3.6852927
hs14	94104836	94116698	2.6848228
hs14	55148112	55191678	2.3674133
hs14	67619798	67651720	2.2789383
hs14	54396849	54420218	2.2004972
hs14	20891399	20892348	2.1539032
hs14	49643555	49688422	1.4631141
hs14	20468954	20477094	1.2563463
hs14	105486317	105499575	0.8261
hs14	91060333	91225632	-0.7444704
hs14	95086228	95158010	-1.0113928
hs14	90847862	91060636	-1.2627226
hs14	50108632	50116600	-1.2993222
hs14	22883165	22887686	-2.2574391
hs15	51208057	51338610	3.3007028
hs15	82659281	82709914	2.4732814
hs15	40694774	40732339	2.383991
hs15	89575482	89631056	2.2872133
hs15	59105078	59125045	2.2856622
hs15	41309268	41332621	1.814292
hs15	40594020	40664342	1.7625368
hs15	40161023	40277487	1.6324817
hs15	90966038	90995629	1.4544433
hs15	41332694	41381050	1.4533528
hs15	89243949	89317261	1.2148646
hs15	92617443	92809884	-0.9697606
hs15	58410569	58569843	-1.0886685
hs15	79833585	79923754	-1.4487205
hs15	34140674	34210096	-1.808381
hs16	77788530	77980107	4.07125
hs16	84368527	84464187	2.798311
hs16	88803213	88809258	2.5473628
hs16	85676198	85690073	2.3861465
hs16	2968024	2980539	2.3116732
hs16	2460080	2464963	2.1408
hs16	20806429	20849668	1.6362463
hs16	46580554	46621626	1.5745739
hs16	23677656	23690367	1.5356058
hs16	46689643	46698394	1.361079
hs16	2429394	2458854	1.3305646
hs16	81006498	81033114	1.1563265
hs16	3022620	3024286	1.1387757
hs16	53010	57669	0.7868956
hs16	74999030	75110994	0.7479905
hs16	56361452	56425538	0.7275096
hs16	28842411	28846408	0.54736334
hs16	3432422	3443542	-0.4638339
hs16	3222325	3236221	-0.5787774
hs16	69565094	69704666	-0.93581945
hs16	31393312	31426505	-1.6833726
hs16	11359845	11523588	-2.3757186
hs16	3027682	3036926	-4.3232856
hs17	58269856	58280935	3.426883
hs17	78174075	78187233	2.6461015
hs17	78214186	78225636	2.611352
hs17	44924709	44947711	2.610314
hs17	40287633	40304657	2.3162572
hs17	50373220	50381483	2.0746267
hs17	6444415	6451469	1.9872612
hs17	40388516	40417950	1.9398589
hs17	8204733	8210600	1.878066
hs17	3723903	3726699	1.8773692
hs17	8474205	8630761	1.666166
hs17	81932384	81947233	1.5701368
hs17	82031624	82034204	1.3946229
hs17	79778132	79787983	1.3701724
hs17	42609676	42615234	1.1103804
hs17	43014605	43025123	1.0389682
hs17	82047902	82051831	0.83266383
hs17	68035519	68046842	0.8297687
hs17	41688885	41692668	0.8207444
hs17	4796144	4798503	0.7044972
hs17	12020824	12143830	-0.6824591
hs17	29255836	29294118	-0.7379624
hs17	8413131	8490411	-0.8245973
hs17	68259182	68422731	-0.8986909
hs17	64039142	64130819	-0.91682106
hs17	50962174	51120865	-0.95271206
hs17	32486619	32491256	-1.6113735
hs17	42851184	42858130	-1.8663561
hs17	70168673	70180048	-1.8716303
hs17	42844600	42850707	-2.2863507
hs18	657604	673578	2.3468328
hs18	50374995	50394173	2.284756
hs18	63389190	63422483	-0.638114
hs18	46173553	46266991	-0.694825
hs18	62523007	62587709	-0.83203727
hs18	21650897	21704805	-1.2077332
hs18	2655738	2805017	-1.4793804
hs19	42580241	43207299	3.4664795
hs19	851014	856247	3.1903343
hs19	685546	695498	3.176159
hs19	43353659	43363172	3.0878444
hs19	825097	832018	2.5149672
hs19	7669044	7670454	2.2358193
hs19	4903080	4962154	1.9405012
hs19	11131520	11155808	1.92211
hs19	36054881	36105106	1.5331557
hs19	41998321	42069498	1.4854946
hs19	676365	683390	1.443257
hs19	12763003	12872740	1.2528651
hs19	12945855	12953642	1.1309562
hs19	4402662	4445018	0.9685083
hs19	19192229	19201869	0.817545
hs19	11089362	11133816	0.7967418
hs19	34359480	34426168	0.73098457
hs19	19515736	19537581	0.6380037
hs19	57769655	57865112	-0.6144974
hs19	48180770	48255946	-0.871392
hs19	20167228	20200490	-0.8953362
hs19	21397119	21491266	-0.89879256
hs19	14689801	14733746	-0.9345086
hs19	21496682	21556270	-1.126017
hs19	14619117	14690027	-1.7562523
hs2	15940564	15947007	4.4540734
hs2	241188509	241225377	3.2007039
hs2	238158982	238168900	2.8455691
hs2	168834132	168913371	2.8380322
hs2	10122328	10131419	2.7107582
hs2	68284171	68320051	2.1269372
hs2	110637698	110678114	2.123591
hs2	96335787	96373845	2.058458
hs2	233833416	233854566	1.9224727
hs2	112736607	112764677	1.7341868
hs2	173354820	173368997	1.3194016
hs2	135839626	135876426	0.9438688
hs2	24793136	24822376	0.81724864
hs2	24789734	24793382	0.75768757
hs2	45388680	45612165	-0.5435046
hs2	157414619	157488961	-0.56817436
hs2	230167293	230225729	-0.57471186
hs2	197453423	197475308	-0.59739804
hs2	196967017	197311173	-0.7245125
hs2	174431571	174487094	-0.77753025
hs2	159712457	159771027	-0.8722613
hs2	201233443	201287711	-0.9239149
hs2	127298730	127388465	-0.9368547
hs2	200853009	200864744	-0.94036096
hs2	101271219	101308701	-1.0635647
hs2	191678068	191696659	-1.3129017
hs2	69960089	69962265	-1.7006704
hs2	64092652	64144454	-1.8159381
hs2	112721486	112742879	-2.1923118
hs2	196194370	196593692	-2.5098188
hs2	63050057	63057836	-3.4058506
hs20	2794069	2800637	3.3700783
hs20	38260149	38337505	2.654471
hs20	43667019	43716496	2.3258018
hs20	46499630	46513559	2.3153641
hs20	31739271	31801805	2.1762478
hs20	25407727	25452628	1.761584
hs20	56369389	56392337	1.4357606
hs20	62642445	62685785	1.3972313
hs20	38926312	38953106	1.3785794
hs20	35542021	35557634	0.45486027
hs20	35771974	35950381	-0.3618427
hs20	44966474	45079959	-0.5043085
hs20	34363235	34511393	-0.5675943
hs20	32443059	32585074	-0.60352266
hs20	56412112	56460387	-1.5782804
hs21	46300181	46323875	0.7061057
hs21	44805617	44818779	0.42606822
hs21	5155499	5165472	-0.67309874
hs21	44497892	44711580	-3.004406
hs22	23573125	23580308	4.4264164
hs22	50674415	50733298	3.0979202
hs22	19479459	19520612	2.3715246
hs22	41938721	41947164	2.2392755
